ID,Customer_Age,Churn,CHI_Score_Month,CHI_Score,Support_Cases_Month,Support_Cases,SP_Month,SP,Logins,Blog_Articles,Views, Days_Since_Last_Login
 791 ,15,0,131.00,-62.00,0.00,0.00,0.00,0.00,-47.00,-2.00,-313.00,-3.00
 792 ,15,0,175.00,-30.00,0.00,-3.00,0.00,-2.67,-39.00,1.00,-3.00,0.00
 793 ,14,0,214.00,-8.00,1.00,0.00,3.00,0.00,14.00,-1.00,145.00,0.00
 794 ,15,0,71.00,-17.00,0.00,0.00,0.00,0.00,-10.00,0.00,-219.00,7.00
 795 ,11,0,37.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,-2.00,0.00
 796 ,13,0,50.00,-21.00,0.00,0.00,0.00,0.00,-3.00,0.00,13.00,-10.00
 797 ,15,0,94.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,10.00
 798 ,14,0,0.00,-30.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00
 799 ,15,0,211.00,3.00,1.00,0.00,3.00,1.00,29.00,3.00,4115.00,-1.00
 800 ,15,0,121.00,13.00,1.00,0.00,3.00,0.00,-21.00,-2.00,11.00,0.00
 801 ,12,0,102.00,-5.00,0.00,-1.00,0.00,-3.00,2.00,-1.00,12.00,-1.00
 802 ,15,0,158.00,-3.00,0.00,-5.00,0.00,-3.00,4.00,3.00,-8.00,3.00
 803 ,4,0,37.00,37.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00
 804 ,14,0,128.00,9.00,0.00,0.00,0.00,0.00,37.00,-1.00,-21.00,0.00
 805 ,15,0,185.00,2.00,0.00,-3.00,0.00,-3.00,2.00,0.00,-148.00,0.00
 806 ,15,0,15.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,-81.00,22.00
 807 ,15,0,31.00,-14.00,0.00,0.00,0.00,0.00,27.00,0.00,-2.00,-20.00
 808 ,15,0,121.00,-54.00,2.00,-2.00,3.00,0.00,28.00,-2.00,620.00,3.00
 809 ,14,1,78.00,-36.00,0.00,0.00,0.00,0.00,-14.00,0.00,-3.00,0.00
 810 ,15,0,173.00,-10.00,0.00,0.00,0.00,0.00,-29.00,0.00,-36.00,-1.00
 811 ,15,0,173.00,56.00,1.00,1.00,3.00,3.00,44.00,-1.00,0.00,2.00
 812 ,11,0,158.00,41.00,1.00,1.00,3.00,3.00,-25.00,4.00,20.00,1.00
 813 ,15,0,196.00,-1.00,4.00,4.00,3.00,3.00,232.00,-1.00,1127.00,0.00
 814 ,15,0,43.00,-5.00,0.00,-2.00,0.00,-3.00,10.00,0.00,-5.00,2.00
 815 ,11,0,129.00,4.00,0.00,-2.00,0.00,-3.00,-23.00,-6.00,0.00,4.00
 816 ,15,0,184.00,-8.00,2.00,2.00,3.00,3.00,24.00,1.00,11004.00,5.00
 817 ,14,0,137.00,-50.00,0.00,-1.00,0.00,-3.00,-8.00,-2.00,-550.00,3.00
 818 ,14,1,98.00,-2.00,0.00,0.00,0.00,0.00,-2.00,0.00,-62.00,10.00
 819 ,14,0,120.00,-2.00,0.00,0.00,0.00,0.00,89.00,0.00,-19.00,0.00
 820 ,14,0,139.00,-6.00,0.00,-1.00,0.00,-3.00,29.00,-2.00,-26.00,0.00
 821 ,5,0,156.00,-9.00,1.00,0.00,3.00,0.00,43.00,0.00,0.00,-2.00
 822 ,15,0,127.00,5.00,0.00,0.00,0.00,0.00,-6.00,1.00,-17.00,14.00
 823 ,13,0,215.00,5.00,0.00,-1.00,0.00,-3.00,19.00,1.00,60.00,-1.00
 824 ,14,0,181.00,56.00,0.00,-1.00,0.00,-3.00,111.00,0.00,-76.00,5.00
 825 ,14,0,33.00,26.00,0.00,0.00,0.00,0.00,2.00,0.00,-285.00,31.00
 826 ,13,1,110.00,18.00,1.00,1.00,3.00,3.00,14.00,0.00,-29.00,-3.00
 827 ,14,0,180.00,36.00,0.00,0.00,0.00,0.00,89.00,4.00,-24.00,-1.00
 828 ,15,0,184.00,-3.00,0.00,0.00,0.00,0.00,15.00,-2.00,-408.00,0.00
 829 ,15,0,107.00,-10.00,0.00,-1.00,0.00,-3.00,5.00,0.00,-128.00,15.00
 830 ,15,0,146.00,-4.00,1.00,0.00,3.00,0.00,-8.00,-1.00,-12.00,-1.00
 831 ,14,0,85.00,-11.00,0.00,0.00,0.00,0.00,19.00,0.00,-12.00,0.00
 832 ,15,0,56.00,40.00,0.00,0.00,0.00,0.00,5.00,0.00,-131.00,17.00
 833 ,13,0,179.00,21.00,0.00,0.00,0.00,0.00,95.00,-3.00,-1363.00,0.00
 834 ,15,0,81.00,10.00,0.00,-1.00,0.00,-3.00,3.00,0.00,3.00,-16.00
 835 ,15,0,48.00,-12.00,2.00,2.00,3.00,3.00,10.00,-1.00,3.00,-11.00
 836 ,15,0,190.00,36.00,0.00,0.00,0.00,0.00,60.00,1.00,164.00,-4.00
 837 ,15,0,82.00,-48.00,0.00,0.00,0.00,0.00,-20.00,-1.00,-119.00,1.00
 838 ,14,0,155.00,-19.00,5.00,0.00,3.00,0.00,32.00,-3.00,-1986.00,-1.00
 839 ,15,0,0.00,-30.00,0.00,0.00,0.00,0.00,-9.00,0.00,-2.00,10.00
 840 ,14,0,125.00,20.00,0.00,0.00,0.00,0.00,69.00,-1.00,27.00,27.00
 841 ,14,0,151.00,-11.00,0.00,0.00,0.00,0.00,-16.00,-1.00,84.00,-3.00
 842 ,15,0,179.00,11.00,0.00,0.00,0.00,0.00,100.00,0.00,-783.00,0.00
 843 ,15,0,122.00,-6.00,0.00,0.00,0.00,0.00,8.00,-1.00,2.00,0.00
 844 ,13,1,113.00,-33.00,0.00,0.00,0.00,0.00,48.00,-5.00,10.00,9.00
 845 ,12,0,99.00,-50.00,0.00,0.00,0.00,0.00,-11.00,-3.00,-16.00,0.00
 846 ,14,0,0.00,-21.00,0.00,0.00,0.00,0.00,-2.00,0.00,0.00,11.00
 847 ,14,0,136.00,2.00,2.00,0.00,3.00,0.00,-38.00,4.00,-652.00,3.00
 848 ,14,0,163.00,60.00,1.00,1.00,3.00,3.00,71.00,1.00,75.00,0.00
 849 ,14,0,218.00,28.00,13.00,12.00,3.00,0.00,151.00,4.00,-56.00,-1.00
 850 ,15,0,146.00,-40.00,0.00,-5.00,0.00,-3.00,-50.00,-8.00,-28.00,0.00
 851 ,7,0,118.00,41.00,1.00,1.00,3.00,3.00,30.00,1.00,19.00,14.00
 852 ,15,0,113.00,-32.00,0.00,0.00,0.00,0.00,-40.00,-1.00,-59.00,4.00
 853 ,6,0,98.00,35.00,4.00,3.00,3.00,0.00,44.00,0.00,-1.00,-2.00
 854 ,14,0,167.00,28.00,0.00,-5.00,0.00,-3.00,1.00,4.00,-35.00,1.00
 855 ,14,0,100.00,35.00,0.00,0.00,0.00,0.00,-14.00,1.00,-18.00,-9.00
 856 ,15,0,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00
 857 ,14,0,185.00,31.00,3.00,3.00,3.00,3.00,44.00,1.00,-200.00,0.00
 858 ,15,0,126.00,32.00,0.00,-1.00,0.00,-3.00,21.00,0.00,-135.00,0.00
 859 ,15,0,86.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,-606.00,3.00
 860 ,15,0,119.00,-49.00,0.00,0.00,0.00,0.00,-3.00,-2.00,-399.00,3.00
 861 ,15,0,96.00,30.00,2.00,0.00,3.00,0.00,9.00,0.00,14.00,2.00
 862 ,12,1,6.00,-11.00,1.00,0.00,2.00,-1.00,-2.00,0.00,0.00,9.00
 863 ,15,0,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-69.00
 864 ,9,0,135.00,10.00,6.00,6.00,2.60,2.60,176.00,0.00,-18.00,4.00
 865 ,13,0,120.00,10.00,0.00,-1.00,0.00,-3.00,42.00,0.00,8.00,-2.00
 866 ,15,0,95.00,-51.00,1.00,1.00,3.00,3.00,-22.00,-5.00,-476.00,-1.00
 867 ,11,1,25.00,15.00,0.00,0.00,0.00,0.00,2.00,0.00,-27.00,-10.00
 868 ,15,0,43.00,-59.00,0.00,-1.00,0.00,-3.00,-1.00,-1.00,-71.00,24.00
 869 ,15,0,25.00,-52.00,0.00,0.00,0.00,0.00,10.00,-2.00,5.00,-8.00
 870 ,14,0,101.00,-10.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,-16.00
 871 ,15,0,0.00,-13.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,-152.00
 872 ,15,0,24.00,-35.00,0.00,0.00,0.00,0.00,-19.00,0.00,27.00,-24.00
 873 ,15,0,167.00,-2.00,4.00,4.00,3.00,3.00,170.00,3.00,-58.00,0.00
 874 ,15,0,137.00,48.00,0.00,0.00,0.00,0.00,74.00,3.00,21.00,0.00
 875 ,14,1,189.00,35.00,0.00,0.00,0.00,0.00,7.00,2.00,-2.00,11.00
 876 ,14,0,128.00,-24.00,3.00,3.00,3.00,3.00,16.00,-3.00,-22.00,1.00
 877 ,15,0,128.00,7.00,0.00,0.00,0.00,0.00,37.00,-2.00,454.00,3.00
 878 ,14,0,64.00,5.00,0.00,0.00,0.00,0.00,12.00,0.00,-272.00,-12.00
 879 ,15,0,153.00,33.00,0.00,0.00,0.00,0.00,-3.00,1.00,-33.00,0.00
 880 ,15,0,159.00,-8.00,13.00,10.00,3.00,0.00,-8.00,-1.00,-344.00,0.00
 881 ,15,0,143.00,-22.00,0.00,0.00,0.00,0.00,-21.00,0.00,265.00,-3.00
 882 ,15,0,1.00,-31.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,-6.00
 883 ,13,0,28.00,-10.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-16.00
 884 ,15,0,194.00,-1.00,0.00,-1.00,0.00,-3.00,27.00,-6.00,-13961.00,0.00
 885 ,15,0,143.00,-1.00,1.00,1.00,3.00,3.00,7.00,-1.00,-161.00,-1.00
 886 ,14,1,181.00,27.00,3.00,3.00,3.00,3.00,1.00,-2.00,144.00,-1.00
 887 ,13,0,150.00,4.00,1.00,1.00,3.00,3.00,9.00,0.00,-41.00,5.00
 888 ,15,0,153.00,-11.00,0.00,-1.00,0.00,-3.00,-12.00,-1.00,-25.00,0.00
 889 ,14,0,92.00,-26.00,0.00,0.00,0.00,0.00,-9.00,0.00,-99.00,2.00
 890 ,13,0,19.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
 891 ,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,31.00
 892 ,13,0,131.00,10.00,0.00,0.00,0.00,0.00,51.00,1.00,-127.00,0.00
 893 ,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 894 ,15,0,182.00,35.00,0.00,0.00,0.00,0.00,5.00,1.00,-167.00,0.00
 895 ,15,0,81.00,-6.00,1.00,-1.00,3.00,0.00,7.00,0.00,2.00,0.00
 896 ,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,31.00
 897 ,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 898 ,15,0,144.00,-9.00,0.00,0.00,0.00,0.00,21.00,0.00,-31.00,0.00
 899 ,13,0,63.00,-44.00,0.00,0.00,0.00,0.00,1.00,-1.00,-19.00,-8.00
 900 ,15,0,72.00,5.00,0.00,0.00,0.00,0.00,-2.00,0.00,-151.00,-92.00
 901 ,15,0,31.00,-20.00,1.00,1.00,3.00,3.00,4.00,0.00,12.00,-48.00
 902 ,11,0,217.00,8.00,1.00,0.00,3.00,0.00,68.00,0.00,-97.00,0.00
 903 ,15,0,60.00,14.00,0.00,-1.00,0.00,-3.00,-3.00,0.00,12.00,4.00
 904 ,14,1,0.00,-29.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,20.00
 905 ,15,0,93.00,-37.00,0.00,-2.00,0.00,-3.00,-8.00,-1.00,-343.00,-4.00
 906 ,14,0,72.00,-1.00,0.00,-2.00,0.00,-3.00,-12.00,0.00,-179.00,-6.00
 907 ,13,0,203.00,29.00,0.00,-1.00,0.00,-3.00,21.00,1.00,29.00,-1.00
 908 ,15,0,54.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,31.00
 909 ,15,0,98.00,-65.00,0.00,-7.00,0.00,-2.86,-34.00,-1.00,-111.00,0.00
 910 ,15,0,236.00,-4.00,0.00,0.00,0.00,0.00,5.00,-5.00,209.00,0.00
 911 ,14,0,17.00,-40.00,0.00,0.00,0.00,0.00,1.00,0.00,17.00,19.00
 912 ,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 913 ,14,0,85.00,39.00,0.00,0.00,0.00,0.00,78.00,0.00,-38.00,31.00
 914 ,14,0,117.00,22.00,3.00,2.00,3.00,0.00,27.00,0.00,-316.00,16.00
 915 ,13,0,160.00,1.00,0.00,0.00,0.00,0.00,3.00,2.00,-99.00,4.00
 916 ,11,0,54.00,-4.00,0.00,0.00,0.00,0.00,-1.00,0.00,13.00,-12.00
 917 ,15,0,79.00,8.00,0.00,0.00,0.00,0.00,2.00,0.00,-9.00,3.00
 918 ,13,1,102.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.00,31.00
 919 ,14,0,77.00,9.00,0.00,-1.00,0.00,-3.00,34.00,0.00,-72.00,0.00
 920 ,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 921 ,15,0,129.00,-8.00,0.00,-1.00,0.00,-3.00,-7.00,-3.00,69.00,-5.00
 922 ,14,0,206.00,-17.00,0.00,-1.00,0.00,-2.00,10.00,-2.00,690.00,-1.00
 923 ,14,0,148.00,-42.00,0.00,-1.00,0.00,-3.00,74.00,-5.00,415.00,-2.00
 924 ,11,0,226.00,17.00,3.00,-3.00,3.00,0.00,89.00,2.00,927.00,0.00
 925 ,14,0,43.00,-5.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,6.00
 926 ,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.00,31.00
 927 ,14,0,79.00,6.00,0.00,0.00,0.00,0.00,-9.00,0.00,-78.00,-92.00
 928 ,14,0,80.00,34.00,0.00,0.00,0.00,0.00,6.00,0.00,-19.00,31.00
 929 ,11,0,123.00,35.00,0.00,0.00,0.00,0.00,7.00,1.00,-20607.00,-8.00
 930 ,12,1,9.00,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,31.00
 931 ,15,0,241.00,12.00,2.00,-1.00,3.00,0.33,68.00,2.00,7.00,0.00
 932 ,11,0,114.00,-11.00,0.00,0.00,0.00,0.00,-15.00,-1.00,21.00,5.00
 933 ,15,1,96.00,-16.00,0.00,-2.00,0.00,-3.00,-27.00,-3.00,8.00,1.00
 934 ,14,0,60.00,-77.00,1.00,-1.00,3.00,0.00,-23.00,-2.00,43.00,0.00
 935 ,12,0,105.00,-17.00,0.00,0.00,0.00,0.00,-14.00,-5.00,0.00,-81.00
 936 ,10,0,89.00,-7.00,0.00,0.00,0.00,0.00,12.00,0.00,-4.00,2.00
 937 ,15,0,179.00,-14.00,0.00,0.00,0.00,0.00,9.00,2.00,393.00,-4.00
 938 ,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
 939 ,8,0,160.00,39.00,9.00,9.00,2.88,2.88,67.00,0.00,-2.00,-6.00
 940 ,13,0,76.00,-38.00,0.00,-1.00,0.00,-3.00,-11.00,-2.00,-5.00,5.00
 941 ,12,0,196.00,12.00,1.00,1.00,2.00,2.00,30.00,-3.00,71.00,3.00
 942 ,15,0,78.00,2.00,0.00,-2.00,0.00,-3.00,23.00,0.00,-157.00,1.00
 943 ,6,0,162.00,20.00,5.00,0.00,2.40,-0.60,6.00,0.00,297.00,-3.00
 944 ,14,0,151.00,13.00,3.00,1.00,3.00,0.00,8.00,0.00,-90.00,-2.00
 945 ,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,31.00
 946 ,15,0,119.00,-1.00,2.00,2.00,2.00,2.00,13.00,0.00,-149.00,-1.00
 947 ,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,31.00
 948 ,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,31.00
 949 ,15,0,40.00,11.00,1.00,1.00,3.00,3.00,5.00,0.00,-352.00,0.00
 950 ,12,0,68.00,29.00,0.00,0.00,0.00,0.00,11.00,1.00,-8.00,5.00
 951 ,15,0,25.00,25.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,31.00
 952 ,13,0,113.00,44.00,0.00,0.00,0.00,0.00,66.00,0.00,-445.00,6.00
 953 ,12,0,50.00,47.00,0.00,0.00,0.00,0.00,16.00,1.00,67.00,7.00
 954 ,14,0,148.00,-2.00,2.00,0.00,3.00,0.00,77.00,2.00,67.00,-1.00
 955 ,14,0,55.00,-38.00,0.00,-1.00,0.00,-3.00,-17.00,0.00,-56.00,6.00
 956 ,14,0,67.00,-1.00,0.00,0.00,0.00,0.00,25.00,0.00,-14.00,-3.00
 957 ,14,0,123.00,-1.00,0.00,0.00,0.00,0.00,3.00,0.00,118.00,3.00
 958 ,14,0,32.00,-48.00,0.00,0.00,0.00,0.00,15.00,-2.00,-6.00,10.00
 959 ,14,0,53.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,85.00,14.00
 960 ,13,1,27.00,27.00,0.00,0.00,0.00,0.00,10.00,0.00,2.00,31.00
 961 ,14,0,167.00,-8.00,1.00,1.00,3.00,3.00,35.00,-3.00,-275.00,-1.00
 962 ,14,0,40.00,-50.00,0.00,-1.00,0.00,-2.00,-36.00,-1.00,27.00,0.00
 963 ,14,0,198.00,-16.00,0.00,0.00,0.00,0.00,40.00,0.00,481.00,-1.00
 964 ,15,0,85.00,-17.00,0.00,0.00,0.00,0.00,9.00,0.00,-233.00,-2.00
 965 ,15,0,15.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,31.00
 966 ,14,0,71.00,16.00,0.00,0.00,0.00,0.00,-3.00,0.00,-841.00,0.00
 967 ,4,0,107.00,56.00,2.00,-3.00,3.00,0.00,62.00,-1.00,0.00,0.00
 968 ,15,0,182.00,29.00,0.00,0.00,0.00,0.00,49.00,0.00,154.00,-1.00
 969 ,15,0,84.00,-36.00,0.00,0.00,0.00,0.00,2.00,-1.00,566.00,-6.00
 970 ,15,0,15.00,10.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,-11.00
 971 ,12,0,138.00,-29.00,0.00,-1.00,0.00,-3.00,2.00,0.00,-35.00,-1.00
 972 ,15,0,141.00,-18.00,0.00,0.00,0.00,0.00,-7.00,-2.00,-68.00,4.00
 973 ,14,0,109.00,-43.00,0.00,-1.00,0.00,-4.00,3.00,-6.00,675.00,4.00
 974 ,14,0,183.00,5.00,0.00,-1.00,0.00,-3.00,-12.00,-13.00,107.00,0.00
 975 ,12,0,85.00,-1.00,0.00,0.00,0.00,0.00,79.00,0.00,294.00,2.00
 976 ,14,0,102.00,-32.00,0.00,0.00,0.00,0.00,-16.00,-1.00,-65.00,0.00
 977 ,12,1,150.00,-36.00,0.00,-2.00,0.00,-3.00,8.00,2.00,-168.00,-2.00
 978 ,12,1,161.00,53.00,0.00,0.00,0.00,0.00,5.00,2.00,1435.00,2.00
 979 ,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,31.00
 980 ,14,0,94.00,-3.00,0.00,0.00,0.00,0.00,6.00,0.00,-63.00,0.00
 981 ,14,0,98.00,21.00,0.00,0.00,0.00,0.00,31.00,0.00,60.00,3.00
 982 ,14,0,168.00,0.00,0.00,-1.00,0.00,-3.00,136.00,6.00,33.00,0.00
 983 ,14,0,58.00,-11.00,0.00,0.00,0.00,0.00,-9.00,0.00,165.00,-5.00
 984 ,14,0,83.00,-1.00,0.00,0.00,0.00,0.00,-12.00,1.00,136.00,-1.00
 985 ,14,0,105.00,-17.00,0.00,0.00,0.00,0.00,0.00,-1.00,12.00,-3.00
 986 ,12,0,56.00,-48.00,0.00,0.00,0.00,0.00,9.00,-3.00,0.00,2.00
 987 ,13,0,135.00,46.00,1.00,1.00,3.00,3.00,23.00,2.00,-475.00,5.00
 988 ,14,0,134.00,9.00,0.00,0.00,0.00,0.00,61.00,-1.00,37.00,0.00
 989 ,14,0,36.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,31.00
 990 ,14,0,125.00,-1.00,0.00,0.00,0.00,0.00,25.00,-1.00,-104.00,0.00
 991 ,9,0,0.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,31.00
 992 ,14,0,186.00,6.00,0.00,-1.00,0.00,-3.00,12.00,-3.00,-80.00,0.00
 993 ,14,0,99.00,-48.00,0.00,0.00,0.00,0.00,-6.00,-2.00,-13.00,3.00
 994 ,14,0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00
 995 ,14,0,130.00,-20.00,4.00,4.00,3.00,3.00,-1.00,0.00,39.00,0.00
 996 ,16,0,47.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,-3.00,-31.00
 997 ,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
 998 ,14,0,166.00,18.00,0.00,0.00,0.00,0.00,13.00,-2.00,342.00,2.00
 999 ,14,0,202.00,4.00,2.00,2.00,3.00,3.00,-14.00,0.00,-440.00,3.00
" 1,000 ",14,0,201.00,-3.00,1.00,-1.00,3.00,0.00,76.00,-3.00,7764.00,0.00
" 1,001 ",14,0,130.00,26.00,0.00,0.00,0.00,0.00,14.00,0.00,-4.00,0.00
" 1,002 ",12,0,168.00,25.00,0.00,-1.00,0.00,-3.00,51.00,0.00,-125.00,0.00
" 1,003 ",13,1,130.00,-14.00,0.00,0.00,0.00,0.00,-6.00,-2.00,-66.00,3.00
" 1,004 ",12,0,84.00,-36.00,0.00,-1.00,0.00,-3.00,-6.00,-4.00,10.00,0.00
" 1,005 ",14,0,98.00,19.00,0.00,0.00,0.00,0.00,18.00,0.00,-126.00,0.00
" 1,006 ",14,1,37.00,-15.00,0.00,0.00,0.00,0.00,6.00,0.00,-16.00,-88.00
" 1,007 ",13,0,109.00,-6.00,0.00,-1.00,0.00,-3.00,20.00,-1.00,0.00,4.00
" 1,008 ",14,0,173.00,6.00,0.00,-1.00,0.00,-3.00,76.00,0.00,-255.00,0.00
" 1,009 ",13,0,82.00,11.00,0.00,0.00,0.00,0.00,83.00,0.00,34.00,-4.00
" 1,010 ",14,0,0.00,-23.00,0.00,0.00,0.00,0.00,-2.00,0.00,993.00,-83.00
" 1,011 ",14,0,143.00,-1.00,0.00,0.00,0.00,0.00,-5.00,1.00,-25.00,-1.00
" 1,012 ",12,0,62.00,-4.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,-4.00
" 1,013 ",14,0,136.00,19.00,0.00,0.00,0.00,0.00,7.00,-2.00,220.00,17.00
" 1,014 ",14,0,200.00,3.00,2.00,2.00,3.00,3.00,35.00,3.00,583.00,4.00
" 1,015 ",14,0,162.00,-7.00,0.00,-1.00,0.00,-3.00,159.00,-2.00,208.00,0.00
" 1,016 ",14,0,61.00,8.00,0.00,0.00,0.00,0.00,-6.00,0.00,109.00,3.00
" 1,017 ",14,0,191.00,-5.00,1.00,-1.00,3.00,0.00,58.00,-2.00,-531.00,0.00
" 1,018 ",14,0,104.00,-27.00,2.00,1.00,3.00,0.00,51.00,-1.00,30.00,-1.00
" 1,019 ",13,0,33.00,-77.00,0.00,-1.00,0.00,-3.00,3.00,-1.00,472.00,15.00
" 1,020 ",7,0,180.00,8.00,0.00,-1.00,0.00,-3.00,35.00,-2.00,404.00,0.00
" 1,021 ",13,1,12.00,-73.00,0.00,0.00,0.00,0.00,-4.00,-1.00,0.00,18.00
" 1,022 ",13,0,31.00,-44.00,0.00,0.00,0.00,0.00,-2.00,0.00,-30.00,2.00
" 1,023 ",4,0,105.00,43.00,0.00,0.00,0.00,0.00,24.00,3.00,0.00,0.00
" 1,024 ",12,0,57.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.00,-2.00
" 1,025 ",11,0,165.00,0.00,0.00,-2.00,0.00,-3.00,32.00,0.00,596.00,-2.00
" 1,026 ",13,0,104.00,-17.00,0.00,-2.00,0.00,-2.50,24.00,-1.00,-550.00,1.00
" 1,027 ",13,0,90.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00
" 1,028 ",12,0,60.00,2.00,0.00,0.00,0.00,0.00,10.00,0.00,-17.00,0.00
" 1,029 ",14,0,123.00,9.00,5.00,3.00,3.00,0.00,71.00,0.00,109.00,0.00
" 1,030 ",14,0,48.00,-60.00,0.00,0.00,0.00,0.00,-4.00,-3.00,3.00,-126.00
" 1,031 ",11,0,84.00,-1.00,0.00,0.00,0.00,0.00,21.00,0.00,-248.00,0.00
" 1,032 ",13,0,132.00,0.00,2.00,2.00,3.00,3.00,43.00,0.00,-23.00,-1.00
" 1,033 ",14,0,169.00,13.00,3.00,3.00,2.33,2.33,58.00,2.00,-221.00,-1.00
" 1,034 ",14,0,131.00,46.00,1.00,1.00,3.00,3.00,55.00,2.00,-90.00,11.00
" 1,035 ",31,0,133.00,-3.00,3.00,3.00,3.00,3.00,42.00,0.00,429.00,3.00
" 1,036 ",33,0,150.00,-5.00,0.00,0.00,0.00,0.00,1.00,-5.00,0.00,0.00
" 1,037 ",33,1,190.00,19.00,0.00,-1.00,0.00,-2.00,5.00,-1.00,-1436.00,0.00
" 1,038 ",31,0,162.00,-3.00,0.00,0.00,0.00,0.00,63.00,0.00,-144.00,0.00
" 1,039 ",3,0,19.00,19.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00
" 1,040 ",33,0,88.00,8.00,2.00,2.00,3.00,3.00,21.00,-1.00,-62.00,0.00
" 1,041 ",33,0,115.00,-35.00,0.00,0.00,0.00,0.00,-16.00,0.00,118.00,4.00
" 1,042 ",33,0,135.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.00,0.00
" 1,043 ",19,1,159.00,16.00,0.00,0.00,0.00,0.00,18.00,-1.00,1961.00,0.00
" 1,044 ",33,0,172.00,-10.00,0.00,-1.00,0.00,-3.00,-21.00,-4.00,-249.00,0.00
" 1,045 ",33,0,100.00,-10.00,0.00,0.00,0.00,0.00,-21.00,0.00,201.00,0.00
" 1,046 ",33,0,155.00,5.00,1.00,1.00,3.00,3.00,60.00,0.00,1494.00,0.00
" 1,047 ",33,0,25.00,25.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,31.00
" 1,048 ",29,0,139.00,-11.00,0.00,-1.00,0.00,-3.00,37.00,0.00,134.00,0.00
" 1,049 ",29,0,170.00,8.00,1.00,1.00,3.00,3.00,66.00,0.00,-543.00,-4.00
" 1,050 ",3,0,28.00,28.00,2.00,2.00,3.00,3.00,60.00,0.00,0.00,0.00
" 1,051 ",41,0,32.00,-12.00,1.00,1.00,3.00,3.00,8.00,0.00,0.00,-4.00
" 1,052 ",28,0,136.00,9.00,0.00,-1.00,0.00,-3.00,1.00,-1.00,-69.00,-4.00
" 1,053 ",33,0,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00,31.00
" 1,054 ",33,0,141.00,46.00,0.00,-3.00,0.00,-2.67,10.00,2.00,41.00,0.00
" 1,055 ",32,0,23.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,0.00,3.00
" 1,056 ",31,0,78.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,-9.00
" 1,057 ",31,0,215.00,40.00,0.00,0.00,0.00,0.00,3.00,2.00,-493.00,0.00
